route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,route_url
134842,ALLGO,326,Lijn 326 (R-net) Almere Stad - Blaricum P+R,,3,e00713,ffffff,
134844,ALLGO,330,Lijn 330 (R-net) Almere Buiten - A'dam Bijlmer,,3,e00713,ffffff,
134845,ALLGO,N22,Lijn N22 (NightGo) A'dam Leidsepl.- Almere Buiten,,3,f59c00,000000,
134846,ALLGO,N23,Lijn N23 (NightGo) A'dam Centraal - Almere Centrum,,3,e00713,ffffff,
134847,ALLGO,M1,Lijn M1 (Havenmetro) Stat. Centrum - Haven Centrum,,3,0067a7,ffffff,
134848,ALLGO,M2,Lijn M2 (Buitenmetro) Stat. Centrum - Striphelden,,3,0ba13b,ffffff,
134849,ALLGO,M3,Lijn M3 (Muziekmetro) Stat. Centrum - Muziekwijk,,3,e00713,ffffff,
134850,ALLGO,M4,Lijn M4 (Poortmetro) Stat. Centrum - Stat. Poort,,3,fdc300,000000,
134851,ALLGO,M5,Lijn M5 (Dansmetro) Stat. Centrum  - Parkwijk,,3,f59c00,000000,
134852,ALLGO,M6,Lijn M6 (Noorderplassenmetro) Stat. Cen. - Nrdpl.,,3,007a86,ffffff,
134853,ALLGO,M7,Lijn M7 (Parkmetro) Stat. Centrum - Oostvaarders,,3,912e7b,ffffff,
134855,ALLGO,22,Lijn 22 (FlexiGo) Station Buiten - De Vaart,,3,858c96,ffffff,
134856,ALLGO,24,Lijn 24 (DuinGo) Station Poort - Duin,,3,858c96,ffffff,
140855,ALLGO,28,Lijn 28 Buurtbus Almere Hout,,3,858c96,000000,
141883,ALLGO,329,Lijn 329 (R-net) Almere Haven - Amsterdam Amstel,,3,e00713,ffffff,
145343,ALLGO,M8,Lijn M8 (Nobelhorstmetro) Stat. Centr - Nobelhorst,,3,b8ff00,000000,
142585,ARR,401,Groningen - Leer,,3,,,
142586,ARR,620,Weener - Leer,,3,,,
142731,ARR,1,Capital Programme - Plaza,,3,,,
142732,ARR,3,P3 - Vertrekhallen - Plaza,,3,,,
144826,ARR,62,Roermond via Herkenbosch - Roermond.,,3,00becd,000000,
144827,ARR,63,Roermond via Posterholt - Roermond.,,3,00becd,000000,
144828,ARR,77,Venlo via Kessel - Roermond,,3,00becd,000000,
144829,ARR,80,Venray Station via Venray Centrum - Deurne,,3,00becd,000000,
144830,ARR,85,Siebengewald - Boxmeer,,3,00becd,000000,
144831,ARR,86,Venlo via Greenport - Horst,,3,00becd,000000,
144832,ARR,298,Merselo - Blitterswijck,,3,00becd,000000,
144833,ARR,1,Venlo Station via Tegelen - Kaldenkirchen,,3,ff00ff,000000,
144834,ARR,2,Blerick Klingerberg - Venlo Station,,3,800080,ffffff,
144835,ARR,1,Kitskensberg via Donderberg - Roermond Station,,3,ff00ff,000000,
144836,ARR,1,Weert Station - Weert Boshoven,,3,ff00ff,000000,
144837,ARR,2,Weert Station - Laar,,3,800080,ffffff,
144843,ARR,790,Weert via Ittervoort - Heythuysen,,3,00becd,000000,
144854,ARR,60,Echt - Maria Hoop,,3,00becd,000000,
144856,ARR,61,Roermond via Montfort - Echt,,3,00becd,000000,
144858,ARR,66,Venlo via Reuver - Roermond,,3,00becd,000000,
144859,ARR,67,Roermond via Linne - Echt,,3,00becd,000000,
144860,ARR,68,Roermond via Stevensweert - Echt,,3,00becd,000000,
144861,ARR,70,Venlo via Meijel - Weert,,3,00becd,000000,
144866,ARR,75,Meijel - Roermond,,3,00becd,000000,
144872,ARR,79,Horst/Sevenum - Panningen,,3,00becd,000000,
144873,ARR,81,Venray via Wanssum - Well,,3,00becd,000000,
144874,ARR,83,Nijmegen - Venlo,,3,00becd,000000,
144875,ARR,84,Boxmeer - Gennep,,3,00becd,000000,
144876,ARR,87,Venlo via Horst/Sevenum - Venray,,3,00becd,000000,
144877,ARR,88,Venlo via Grubbenvorst - Venray Station,,3,00becd,000000,
144878,ARR,89,Venray via Horst/Lottum - Venlo,,3,00becd,000000,
144879,ARR,4,Venlo Station via Stalberg - Venlo Station.,,3,ffcc00,000000,
144880,ARR,5,Venlo Station via Noorderpoort - Venlo Station.,,3,0000ff,ffffff,
144887,ARR,3,Weert Station - Leuken,,3,339966,000000,
144888,ARR,4,Weert Station - Altweerterheide,,3,ffcc00,000000,
144893,ARR,794,Boukoul - Roermond Leeuwen,,3,00becd,000000,
144894,ARR,796,Heythuysen - Nederweert,,3,00becd,000000,
144908,ARR,71,Weert via Roggel - Meijel,,3,00becd,000000,
144909,ARR,72,Roermond via Panningen - Venlo,,3,00becd,000000,
144913,ARR,73,Roermond - Weert,,3,00becd,000000,
144914,ARR,74,Nederweert via Weert - Stramproy,,3,00becd,000000,
144918,ARR,76,Maasbracht - Ell,,3,00becd,000000,
144920,ARR,78,Baarlo - Grashoek,,3,00becd,000000,
144923,ARR,279,Lottum - Evertsoord,,3,00becd,000000,
144924,ARR,289,Venray Station - Horst,,3,00becd,000000,
144925,ARR,3,Blerick Vossener - Venlo Station,,3,339966,000000,
144928,ARR,2,Roermond - Herten,,3,800080,ffffff,
145914,ARR,187,Venray via Castenray - Horst,,3,ff8000,000000,
145920,ARR,539,Urmond via Berg a/d Maas - Oud Urmond,,3,00becd,000000,
148472,ARR,5,Daalhof via MUMC - Heugem,,3,0000ff,ffffff,
148473,ARR,6,Markt via De Geusselt - Amby,,3,00ffff,000000,
148474,ARR,7,Forum MECC via Sibemaweg - Caberg/Pottenberg,,3,ffff00,000000,
148475,ARR,8,Maastricht via Bemelen - Valkenburg,,3,7570b3,000000,
148477,ARR,27,Kerkrade Parkstad Stadion - Herzogenrath,,3,00becd,000000,
148478,ARR,28,Nuth - Voerendaal,,3,00becd,000000,
148479,ARR,36,Sittard via Schinveld - Brunssum,,3,00becd,000000,
148480,ARR,37,Sittard via Merkelbeek - Brunssum,,3,00becd,000000,
148481,ARR,39,Urmond via Berg a/d Maas - Sittard,,3,00becd,000000,
148482,ARR,40,Heerlen via Hoensbroek - Sittard,,3,00becd,000000,
148483,ARR,43,Heerlen via Simpelveld - Vaals,,3,00becd,000000,
148484,ARR,44,Heerlen via Parkstad Stadion - Aachen,,3,00becd,000000,
148485,ARR,47,Gulpen via Simpelveld - Parkstad Stadion,,3,00becd,000000,
148486,ARR,51,Valkenburg via Sibbe - Margraten,,3,00becd,000000,
148487,ARR,52,Heerlen via Hulsberg - Meerssen,,3,00becd,000000,
148488,ARR,53,Hoensbroek via Schinnen - Geleen,,3,00becd,000000,
148489,ARR,54,Gulpen via Valkenburg - Geleen,,3,00becd,000000,
148490,ARR,55,Gulpen via Ubachsberg - Heerlen,,3,00becd,000000,
148491,ARR,56,Valkenburg via Hoensbroek - Brunssum,,3,00becd,000000,
148492,ARR,57,Maastricht via Epen - Gulpen,,3,00becd,000000,
148493,ARR,59,Mamelis via Vijlen - Vaals,,3,00becd,000000,
148494,ARR,149,Gulpen via Epen en Drielandenpunt - Vaals,,3,ff8000,000000,
148495,ARR,811,Vlinder Venlo,,3,00becd,000000,
148496,ARR,322,Vaals via Heerlen en Chemelot - Beek,,3,00becd,000000,
148497,ARR,332,Sittard via Chemelot - Beek,,3,00becd,000000,
148498,ARR,337,Brunssum via Sportzone - Chemelot,,3,00becd,000000,
148499,ARR,340,Hoensbroek via Sportzone - Chemelot,,3,00becd,000000,
148500,ARR,350,Maastricht via Gulpen - Aachen,,3,0000ff,ffffff,
148501,ARR,601,Zuyd Hogeschool via Heerlerbaan/Station - Kerkrade,,3,00becd,000000,
148502,ARR,603,Brunssum via Heerlen - Parkstad Stadion,,3,00becd,000000,
148503,ARR,606,Kerkrade via Eygelshoven - Zuyd Hogeschool,,3,00becd,000000,
148506,ARR,617,Sittard via NedCar - Holtum,,3,00becd,000000,
148507,ARR,881,Vlinder Venray,,3,00becd,000000,
148508,ARR,632,Sittard Station - Chemelot Campus,,3,00becd,000000,
148509,ARR,637,Sittard Sportzone - Brunssum,,3,00becd,000000,
148510,ARR,639,Urmond via Berg a/d Maas - Sittard,,3,00becd,000000,
148511,ARR,643,Heerlen via Parkstad Stadion - Vaals,,3,00becd,000000,
148512,ARR,647,Gulpen via Simpelveld - Parkstad Stadion,,3,00becd,000000,
148513,ARR,655,Gulpen via Ubachsberg - Heerlen,,3,00becd,000000,
148514,ARR,657,Mheer via Banholt - Gulpen,,3,00becd,000000,
148515,ARR,1,Malberg via MUMC - De Heeg,,3,ff00ff,000000,
148516,ARR,659,Maastricht via Gulpen - Vaals,,3,00becd,000000,
148517,ARR,723,Landgraaf Station - Ubach Palenberg,,3,00becd,000000,
148518,ARR,791,Meerssen via Valkenburg - Eijsden,,3,00becd,000000,
148519,ARR,797,Beek-Elsloo via Geulle - Meerssen,,3,00becd,000000,
148520,ARR,SB3,Geilenkirchen - Sittard,,3,00becd,000000,
148521,ARR,805,Vlinder Sittard Kemperkoul,,3,00becd,000000,
148522,ARR,2,Oud Caberg via Heer - De Heeg,,3,800080,ffffff,
148523,ARR,4,Pottenberg/Caberg via Scharn - Valkenburg,,3,ffcc00,000000,
148524,ARR,11,Maastricht Station via Scharn - Forum MECC,,3,c6a572,000000,
148525,ARR,12,Maastricht Boschpoort via Station - St Pietersberg,,3,007446,ffffff,
148526,ARR,672,Roermond - Panningen,,3,00becd,000000,
148527,ARR,674,Ospel - Weert,,3,00becd,000000,
148528,ARR,679,Horst/Sevenum - Panningen,,3,00becd,000000,
148529,ARR,683,Well - Venlo,,3,00becd,000000,
148530,ARR,684,Boxmeer - Gennep,,3,00becd,000000,
148531,ARR,687,Venlo - Horst,,3,00becd,000000,
148532,ARR,3,Sittard via Lindenheuvel - Geleen,,3,339966,000000,
148533,ARR,4,Sittard via Munstergeleen - Geleen,,3,ffcc00,000000,
148534,ARR,611,Heerlen Station - Zuyd Hogeschool,,3,00becd,000000,
148535,ARR,615,Maastricht - MUMC,,3,00becd,000000,
148536,ARR,658,Gulpen - Heerlen,,3,00becd,000000,
148537,ARR,3,Wolder via Koningsplein - Nazareth/P+R Noord,,3,339966,000000,
148538,ARR,16,Sittard via Born - Obbicht,,3,00becd,000000,
148539,ARR,17,Sittard via NedCar/Holtum en Born - Sittard.,,3,00becd,000000,
148540,ARR,18,Sittard via Born en Holtum/NedCar - Sittard.,,3,00becd,000000,
148541,ARR,35,Sittard via Susteren - Maaseik,,3,00becd,000000,
148542,ARR,32,Sittard via Stein / Beek en Geleen - Sittard.,,3,00becd,000000,
148543,ARR,33,Sittard via Geleen en Beek / Stein - Sittard.,,3,00becd,000000,
148545,ARR,1,Hoensbroek via Heerlen - Bleijerheide,,3,ff00ff,000000,
148546,ARR,3,Schinveld via Brunssum - Heerlen,,3,339966,000000,
148547,ARR,4,Hoensbroek via Heerlen - Parkstad Stadion,,3,ffcc00,000000,
148548,ARR,5,Heerlen via Landgraaf - Parkstad Stadion,,3,0000ff,ffffff,
148549,ARR,6,Kerkrade via Eygelshoven - Heerlen,,3,00ffff,000000,
148550,ARR,7,Ubach over Worms - Heerlen,,3,ffff00,000000,
148551,ARR,8,Ubach over Worms via Heerlen - Voerendaal,,3,7570b3,000000,
148552,ARR,9,Kerkrade via Luckerheide - Landgraaf Station,,3,99cc00,000000,
148553,ARR,10,Heerlen via Parkstad Stadion - Avantis,,3,e00000,ffffff,
148554,ARR,321,Heerlen via Neerbeek - Beek,,3,00becd,000000,
148555,ARR,1,Sittard Station via Baandert - Kemperkoul,,3,ff00ff,000000,
148556,ARR,616,Sittard via Born - Obbicht,,3,00becd,000000,
148557,ARR,618,Sittard via NedCar - Holtum,,3,00becd,000000,
148558,ARR,650,Bocholtz via Gulpen - Maastricht Centrum,,3,00becd,000000,
148559,ARR,9,Maastricht via Borgharen - Bunde,,3,99cc00,000000,
148560,ARR,10,P+R Noord via Centrum - Randwyck,,3,e00000,ffffff,
148561,ARR,13,Maastricht Station - Kanne (B),,3,524fa2,ffffff,
148562,ARR,15,Daalhof via Station en MUMC - Eijsden,,3,00a886,000000,
148563,ARR,30,Maastricht via MA Airport - Sittard,,3,00becd,000000,
148564,ARR,2,Brunssum/Hoensbroek via Heerlen - Bleijerheide,,3,800080,ffffff,
148445,BRAVO,619,Bladel - Eersel - Eindhoven Station,,3,,,
144823,BRAVO:ARR,82,Boxmeer - Venray Centrum,,3,00becd,000000,
148126,BRAVO:ARR,306,Uden - 's-Hertogenbosch,,3,004080,ffffff,
148127,BRAVO:ARR,305,Oss via Uden - Eindhoven,,3,0080ff,000000,
148128,BRAVO:ARR,301,Tilburg via Waalwijk - 's-Hertogenbosch,,3,,,
148129,BRAVO:ARR,300,Tilburg via Waalwijk - 's-Hertogenbosch,,3,,,
148130,BRAVO:ARR,299,Oirschot - Sint Michielsgestel,,3,,,
148131,BRAVO:ARR,296,Oss - Megen,,3,,,
148132,BRAVO:ARR,295,Hilvarenbeek - Goirle,,3,,,
148133,BRAVO:ARR,294,Oss - Ravenstein,,3,,,
148134,BRAVO:ARR,293,Hilvarenbeek via Diessen - Bladel,,3,,,
148135,BRAVO:ARR,292,Sint Anthonis - Boxmeer,,3,,,
148136,BRAVO:ARR,289,Hilvarenbeek via Moergestel - Oisterwijk,,3,,,
148137,BRAVO:ARR,262,Maren Kessel - Oss,,3,,,
148138,BRAVO:ARR,256,Veghel - Venhorst,,3,,,
148139,BRAVO:ARR,255,Boxmeer - Venray,,3,,,
148140,BRAVO:ARR,254,Schaijk - Uden,,3,,,
148141,BRAVO:ARR,253,Boerdonk - Veghel,,3,,,
148142,BRAVO:ARR,251,Rosmalen - Uden,,3,,,
148143,BRAVO:ARR,250,Bokhoven - 's-Hertogenbosch CS,,3,,,
148144,BRAVO:ARR,242,Hilvarenbeek via Diessen - Middelbeers,,3,,,
148145,BRAVO:ARR,239,Oisterwijk via Cromvoirt - 's-Hertogenbosch,,3,,,
148146,BRAVO:ARR,157,Oss - Eindhoven,,3,,,
148147,BRAVO:ARR,156,'s-Hertogenbosch - Eindhoven,,3,,,
148148,BRAVO:ARR,154,'s-Hertogenbosch - Eindhoven,,3,,,
148149,BRAVO:ARR,143,Tilburg via Hilvarenbeek - Reusel,,3,,,
148150,BRAVO:ARR,142,Tilburg  via Hilvarenbeek - Best,,3,,,
148151,BRAVO:ARR,141,Tilburg  via Moergestel - Best,,3,,,
148152,BRAVO:ARR,140,Tilburg  via Oisterwijk - 's-Hertogenbosch,,3,,,
148153,BRAVO:ARR,137,Tilburg - Baarle-Nassau,,3,0000ff,ffffff,
148154,BRAVO:ARR,136,Tilburg  via Waalwijk - 's-Hertogenbosch,,3,,,
148155,BRAVO:ARR,135,Wijk en Aalburg - 's-Hertogenbosch,,3,0000ff,ffffff,
148156,BRAVO:ARR,131,Tilburg - Gilze,,3,,,
148157,BRAVO:ARR,99,Nijmegen - Uden,,3,,,
148158,BRAVO:ARR,96,Grave - Oss,,3,,,
148159,BRAVO:ARR,92,Grave - Cuijk,,3,,,
148160,BRAVO:ARR,91,Uden - Cuijk,,3,,,
148161,BRAVO:ARR,90,Oss - 's-Hertogenbosch,,3,,,
148163,BRAVO:ARR,60,P+R Deutersestraat - Centrum v.v.,,3,,,
148164,BRAVO:ARR,11,Centraal Station - De Aawijk,,3,,,
148165,BRAVO:ARR,10,Maaspoort - CS,,3,008080,ffffff,
148166,BRAVO:ARR,8,Maasoever via CS en JBZ - Vught,,3,00ff00,000000,
148167,BRAVO:ARR,7,Maasoever - Centraal Station,,3,004000,ffffff,
148168,BRAVO:ARR,6,Empel - Centraal Station,,3,ff0080,000000,
148169,BRAVO:ARR,5,Engelen - Centraal Station,,3,808040,000000,
148170,BRAVO:ARR,4,Groote Wielen via CS - De Kruiskamp,,3,,,
148171,BRAVO:ARR,3,Rosmalen - Centraal Station,,3,800000,ffffff,
148172,BRAVO:ARR,2,Hambaken - Centraal Station,,3,800080,ffffff,
148175,BRAVO:ARR,4,Centraal Station - Reeshof,,3,,,
148176,BRAVO:ARR,5,Centraal Station - Noord-Stokhasselt,,3,,,
148177,BRAVO:ARR,7,De Blaak via CS - West-Paletplein,,3,,,
148178,BRAVO:ARR,1,Centraal Station - De Aawijk,,3,0080ff,000000,
148181,BRAVO:ARR,9,Maasoever via CS en JBZ - Vught,,3,008080,ffffff,
148182,BRAVO:ARR,70,P+R De Vliert - Centrum v.v.,,3,,,
148183,BRAVO:ARR,80,P+R Pettelaarpark - Centrum v.v.,,3,,,
148184,BRAVO:ARR,1,ETZ Elisabeth via CS - Noord-Quirijnstok,,3,,,
148185,BRAVO:ARR,2,Goirle via CS - Reeshof,,3,,,
148186,BRAVO:ARR,3,Reeshof - Centraal Station,,3,,,
148187,BRAVO:ARR,6,Centraal Station - Noord-Heikant,,3,,,
148188,BRAVO:ARR,174,Made via Waalwijk - Wijk en Aalburg Kromme Nol,,3,8dc63f,000000,
148209,BRAVO:ARR,8,Centraal Station - Het Laar,,3,,,
148210,BRAVO:ARR,9,Centraal Station via Berkel-Enschot - Udenhout,,3,,,
148211,BRAVO:ARR,800,'s-Hertogenbosch - De Efteling,,3,,,
148212,BRAVO:ARR,801,Tilburg - De Efteling,,3,,,
148214,BRAVO:ARR,238,Grave - Boxmeer,,3,,,
148215,BRAVO:ARR,207,'s-Hertogenbosch - Cromvoirt,,3,,,
148216,BRAVO:ARR,204,Best - Schijndel,,3,,,
148217,BRAVO:ARR,203,Liempde - 's-Hertogenbosch,,3,,,
148218,BRAVO:ARR,158,Veghel - 's-Hertogenbosch,,3,,,
148219,BRAVO:ARR,181,'s-Hertogenbosch via Altena - Gorinchem,,3,00bcf2,000000,
148314,BRAVO:ARR,1,Hoge Vucht via CS - Heusdenhout,,3,34a945,000000,
148315,BRAVO:ARR,2,Hoge Vucht via CS - Kievitsloop,,3,97cb64,000000,
148316,BRAVO:ARR,3,Haagse Beemden via CS - Nieuw Wolfslaar,,3,006fba,ffffff,
148317,BRAVO:ARR,4,Princenhage via CS - Haagse Beemden,,3,f68a33,000000,
148318,BRAVO:ARR,5,Nieuw Wolfslaar via CS - Heusdenhout,,3,fdb515,000000,
148319,BRAVO:ARR,8,Centraal Station - BUas/Ignatiusstraat,,3,ec008c,000000,
148320,BRAVO:ARR,9,Centraal Station - Avans/Amphia ziekenhuis,,3,f173ac,000000,
148321,BRAVO:ARR,11,Borchwerf via Station - Kortendijk,,3,f9e63d,000000,
148322,BRAVO:ARR,12,Station via Kroeven - Langdonk,,3,409599,000000,
148323,BRAVO:ARR,161,Bergen op Zoom via Wouw - Roosendaal Kortendijk,,3,953192,ffffff,
148324,BRAVO:ARR,162,Roosendaal Tolberg via Rucphen - Etten-Leur,,3,77c043,000000,
148325,BRAVO:ARR,163,Willemstad via Oud Gastel - Roosendaal Tolberg,,3,ee4a9a,000000,
148326,BRAVO:ARR,164,Roosendaal via Hoogerheide - Ossendrecht Postbaan,,3,fdb515,000000,
148327,BRAVO:ARR,170,Breda via Rijen - Gilze AZC,,3,f9e63d,000000,
148328,BRAVO:ARR,171,Breda - Bavel,,3,409599,000000,
148329,BRAVO:ARR,172,Breda - Lage Zwaluwe,,3,f15b67,000000,
148330,BRAVO:ARR,173,Breda via Zevenbergen - Fijnaart,,3,00757a,ffffff,
148331,BRAVO:ARR,175,Chaam - Ulicoten,,3,00757a,ffffff,
148332,BRAVO:ARR,176,Breda via Galder - Meersel Dreef,,3,953192,ffffff,
148333,BRAVO:ARR,177,Lage Zwaluwe - Port of Moerdijk,,3,77c043,000000,
148334,BRAVO:ARR,180,Werkendam - Sleeuwijk Tol,,3,f9ed32,000000,
148335,BRAVO:ARR,200,Dinteloord - Fijnaart,,3,953192,ffffff,
148336,BRAVO:ARR,205,Rijen via Oosterhout - 's Gravenmoer,,3,953192,ffffff,
148337,BRAVO:ARR,206,Waalwijk via 's-Gravenmoer - Rijen,,3,953192,ffffff,
148338,BRAVO:ARR,208,Waalwijk - Wijk en Aalburg Kromme Nol,,3,953192,ffffff,
148339,BRAVO:ARR,210,Klundert - Oudenbosch,,3,953192,ffffff,
148340,BRAVO:ARR,211,Nispen via Roosendaal - Oudenbosch,,3,953192,ffffff,
148341,BRAVO:ARR,212,Steenbergen via Moerstraten - Wouw,,3,953192,ffffff,
148342,BRAVO:ARR,213,Oud Gastel via Kruisland - Steenbergen,,3,953192,ffffff,
148343,BRAVO:ARR,214,Anna Jacobapolder - Steenbergen,,3,953192,ffffff,
148344,BRAVO:ARR,215,Grauwe Polder via Centrum - Leur,,3,953192,ffffff,
148345,BRAVO:ARR,216,Prinsenbeek - Etten-Leur,,3,953192,ffffff,
148346,BRAVO:ARR,218,Zevenbergschen Hoek - Zevenbergen,,3,953192,ffffff,
148347,BRAVO:ARR,219,Zevenbergen - Etten-Leur,,3,953192,ffffff,
148348,BRAVO:ARR,220,Klein Zundert - Roosendaal,,3,953192,ffffff,
148349,BRAVO:ARR,221,Almkerk via Giessen en Sleeuwijk - Almkerk,,3,953192,ffffff,
148350,BRAVO:ARR,223,Almkerk - Waalwijk,,3,953192,ffffff,
148351,BRAVO:ARR,224,Drimmelen via Made - Oosterhout,,3,953192,ffffff,
148352,BRAVO:ARR,225,Zundert - Etten-Leur,,3,953192,ffffff,
148353,BRAVO:ARR,226,Buurstede/Den Hout - Oosterhout,,3,953192,ffffff,
148354,BRAVO:ARR,227,Hank via Wijk en Aalburg - Waalwijk,,3,953192,ffffff,
148355,BRAVO:ARR,228,Almkerk - Wijk en Aalburg Kromme Nol,,3,953192,ffffff,
148356,BRAVO:ARR,229,Almkerk - Raamsdonksveer,,3,953192,ffffff,
148357,BRAVO:ARR,360,Rotterdam via Bergen op Zoom - Putte,,3,00a6de,000000,
148358,BRAVO:ARR,361,Oud Gastel via Bergen op Zoom - Ossendrecht,,3,4ec1e8,000000,
148359,BRAVO:ARR,370,Geertuidenberg via Breda CS - Etten-Leur Vosdonk,,3,90d2ee,000000,
148360,BRAVO:ARR,371,Tilburg via Breda CS - Etten-Leur Centrum,,3,4ec1e8,000000,
148361,BRAVO:ARR,372,Oosterhout via Breda CS - Breda Bijster,,3,00b2e3,000000,
148362,BRAVO:ARR,373,Zevenbergen via Prinsenbeek - Breda,,3,4ec1e8,000000,
148363,BRAVO:ARR,374,Made via Breda - Zundert,,3,4ec1e8,000000,
148364,BRAVO:ARR,375,Baarle-Nassau - Breda,,3,00a6de,000000,
148365,BRAVO:ARR,380,Geertuidenberg via Breda/A27 - Oud Gastel,,3,00a6de,000000,
148366,BRAVO:ARR,500,Oosterhout - Utrecht,,3,5c2d91,ffffff,
148367,BRAVO:ARR,502,Breda - Gorinchem,,3,5c2d91,ffffff,
148368,BRAVO:ARR,500,Oosterhout - Utrecht,,3,5c2d91,ffffff,
148458,BRAVO:ARR,655,Veghel - Gemert,,3,,,
148459,BRAVO:ARR,644,Boxtel - Veghel,,3,,,
148460,BRAVO:ARR,643,Boxtel - 's-Hertogenbosch,,3,,,
148461,BRAVO:ARR,639,Udenhout - 's-Hertogenbosch,,3,,,
148462,BRAVO:ARR,637,Baarle-Nassau - Tilburg,,3,0000ff,ffffff,
148463,BRAVO:ARR,601,Centraal Station - Stappegoor,,3,,,
148465,BRAVO:ARR,692,Wilbertoord - Boxmeer,,3,,,
148466,BRAVO:ARR,690,Grave via Heesch - Den Bosch,,3,,,
148467,BRAVO:ARR,662,Maren-Kessel - Oss,,3,,,
148468,BRAVO:ARR,682,Wagenberg via Made - Andel Prinsentuin,,3,f7941d,000000,
148469,BRAVO:ARR,638,Grave - Cuijk,,3,,,
148470,BRAVO:ARR,605,Uden - Eindhoven,,3,,,
148471,BRAVO:ARR,602,Waalwijk - Tilburg Stappegoor,,3,,,
148504,BRAVO:ARR,683,Dongen via Oosterhout - Andel Prinsentuin,,3,f7941d,000000,
148505,BRAVO:ARR,684,Kromme Nol - Andel Prinsentuin,,3,f7941d,000000,
148375,BRAVO:CXX,2,Eindhoven Blixembosch Oost - Station,,3,,,
148376,BRAVO:CXX,3,Eindhoven Blixembosch West - Station,,3,,,
148377,BRAVO:CXX,4,Eindhoven Heesterakker - Station,,3,,,
148378,BRAVO:CXX,5,Eindhoven 't Hofke - Station,,3,,,
148379,BRAVO:CXX,6,Nuenen - Eindhoven Station,,3,,,
148380,BRAVO:CXX,7,Veldhoven MMC - Eindhoven Station,,3,,,
148381,BRAVO:CXX,8,Acht - Station,,3,,,
148382,BRAVO:CXX,9,Best Station - Eindhoven Station,,3,,,
148383,BRAVO:CXX,10,Oirschot Kazerne - Eindhoven Station,,3,,,
148384,BRAVO:CXX,11,Weert Station - Maarheeze - Eindhoven Station,,3,,,
148385,BRAVO:CXX,12,Eindhoven Gijzenrooi - Eindhoven Station,,3,,,
148386,BRAVO:CXX,14,Veldhoven Zilverackers - Eindhoven Station,,3,,,
148387,BRAVO:CXX,15,Veldhoven Abdijlaan - Eindhoven Station,,3,,,
148388,BRAVO:CXX,16,Veldhoven MMC - Eindhoven Station,,3,,,
148389,BRAVO:CXX,17,Eindhoven Kortonjolaan - Station,,3,,,
148390,BRAVO:CXX,18,Bergeijk - Veldhoven - Eindhoven Station,,3,,,
148391,BRAVO:CXX,19,Bladel - Eersel - Eindhoven Station,,3,,,
148392,BRAVO:CXX,20,Veldhoven MMC - Airport - Best Station,,3,,,
148393,BRAVO:CXX,21,Son en Breugel - Ekkersrijt,,3,,,
148394,BRAVO:CXX,23,Helmond Station - Boxmeer Station,,3,,,
148395,BRAVO:CXX,24,Helmond Station - Mierlo - Eindhoven Station,,3,,,
148396,BRAVO:CXX,25,Helmond Station - Donk - Gemert,,3,,,
148397,BRAVO:CXX,26,Helmond Station - Gemert,,3,,,
148398,BRAVO:CXX,28,Meijel - Deurne,,3,,,
148399,BRAVO:CXX,51,Eeuwsels - Helmond Station,,3,,,
148400,BRAVO:CXX,52,Helmond Station - Rijpelberg,,3,,,
148401,BRAVO:CXX,53,Helmond Station - Helmond Straakven,,3,,,
148402,BRAVO:CXX,54,Helmond Station - Brouwhuis,,3,,,
148403,BRAVO:CXX,55,Helmond - Stiphout,,3,,,
148404,BRAVO:CXX,114,Eindhoven Station - De Hurk,,3,,,
148405,BRAVO:CXX,119,Eindhoven Station - Veldhoven ASML,,3,,,
148406,BRAVO:CXX,120,Veldhoven ASML - Best Station,,3,,,
148407,BRAVO:CXX,123,Boxmeer - Gemert,,3,,,
148408,BRAVO:CXX,150,Helmond Station - Station 't Hout,,3,,,
148426,BRAVO:CXX,317,Dommelen - Valkenswaard - Eindhoven Station,,3,,,
148427,BRAVO:CXX,318,Luyksgestel - Valkenswaard - Eindhoven Station,,3,,,
148428,BRAVO:CXX,319,Reusel - Eersel - Eindhoven Station,,3,,,
148429,BRAVO:CXX,320,Helmond Station - Asten - Eindhoven Station,,3,,,
148430,BRAVO:CXX,321,Gemert - Eindhoven Station,,3,,,
148431,BRAVO:CXX,322,Uden - Gerwen - Eindhoven Station,,3,,,
148432,BRAVO:CXX,323,Gemert - Eindhoven Station,,3,,,
148433,BRAVO:CXX,324,Geldrop Coevering - Eindhoven Station,,3,,,
148434,BRAVO:CXX,400,Eindhoven Airport - Eindhoven Station,,3,,,
148435,BRAVO:CXX,401,Eindhoven Airport - Eindhoven Station,,3,,,
148436,BRAVO:CXX,402,Veldhoven Zonderwijk - Eindhoven Station,,3,,,
148437,BRAVO:CXX,403,Veldhoven de Dom/Berg - Eindhoven Station,,3,,,
148438,BRAVO:CXX,404,Nuenen - Summa College - Eindhoven Station,,3,,,
148439,BRAVO:CXX,405,Eindhoven Achtse Barrier - Station,,3,,,
148440,BRAVO:CXX,406,Son - Ekkersrijt - Eindhoven Station,,3,,,
148441,BRAVO:CXX,407,High Tech Campus - Eindhoven Station,,3,,,
148442,BRAVO:CXX,408,High Tech Campus - Eindhoven Station,,3,,,
148443,BRAVO:CXX,610,Eindhoven Internationale school - Station,,3,,,
